level,gid,name,engtype,gid1,name1,iso,country,year,threshold,gcp_model,pop_persons,gdp_scale,pop_scale,gdp_pwt,pop_pwt,gdppc,ln_gdppc,n_cells,n_cells_nearest,pop_nat
adm2,BOL.1.10_2,Zudáñez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2012,0_05,0.13461143375808682,25950,873.4364466698432,1.0160837138483367e-06,117.57453238279632,0.026367372374364338,4459.091740863344,8.402700378729204,5,0,10350000
adm2,BOL.1.10_2,Zudáñez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2013,0_05,0.13768251360474001,24873,908.187147797003,1.0164440090829641e-06,125.04148933221089,0.025282011837920566,4945.867842078168,8.506307727562254,5,0,10510000
adm2,BOL.1.10_2,Zudáñez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2014,0_05,0.1453161570515948,25215,904.0530959767646,1.0168561415361386e-06,131.37352167794003,0.025640027608833736,5123.766779123047,8.54164514658714,5,0,10670000
adm2,BOL.1.10_2,Zudáñez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2015,0_05,0.1477801876677922,25198,880.8640786042763,1.0171389032483382e-06,130.1742588459568,0.025629866084051624,5079.006594067174,8.532870969100692,5,0,10830000
adm2,BOL.1.10_2,Zudáñez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2016,0_05,0.154114473020512,25608,892.9528401744103,1.0173684873859727e-06,137.61695639564874,0.02605277222497999,5282.238496819101,8.572105244586512,5,0,10990000
adm2,BOL.1.10_2,Zudáñez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2017,0_05,0.1600975226601683,26016,927.7396236484974,1.0175294096437315e-06,148.52881541980133,0.02647204512129132,5610.779776902859,8.632444986522856,5,0,11150000
adm2,BOL.1.10_2,Zudáñez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2018,0_05,0.1647090224459338,26288,937.2822479969341,1.0176126781218413e-06,154.3788428235023,0.026751002082466963,5770.955508417559,8.660592945171208,5,0,11310000
adm2,BOL.1.10_2,Zudáñez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2019,0_05,0.1554945621457226,24653,959.2319688877213,1.0176311783999035e-06,149.15535499837563,0.025087661441092823,5945.36702229502,8.69036754351785,5,0,11470000
adm2,BOL.1.10_2,Zudáñez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2020,0_05,0.14236970311737052,24962,959.2201052405262,1.0160908219120596e-06,136.5638816073066,0.025363659096568833,5384.234234002175,8.591230375950692,5,0,11630000
adm2,BOL.1.10_2,Zudáñez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2021,0_05,0.15181316683310392,25391,981.3925097914595,1.0117195577960315e-06,148.9883048177294,0.025688571291999036,5799.789452056187,8.665576894505977,5,0,11800000
adm2,BOL.1.10_2,Zudáñez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2022,0_05,0.1255562519386685,19748,977.0086582089775,1.0098637098559836e-06,122.66954523634686,0.019942788542235964,6151.072854057013,8.724381793400461,5,0,11960000
adm2,BOL.1.1_2,Azurduy,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2012,0_05,0.1768971351383466,34661,873.4364466698432,1.0160837138483367e-06,154.5084051413125,0.0352184776056972,4387.1403775930985,8.386432899193842,3,0,10350000
adm2,BOL.1.1_2,Azurduy,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2013,0_05,0.1452073363359162,26603,908.187147797003,1.0164440090829641e-06,131.87543662611586,0.027040459973634093,4876.9672096814,8.492278832226592,3,0,10510000
adm2,BOL.1.1_2,Azurduy,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2014,0_05,0.1530574433614986,27019,904.0530959767646,1.0168561415361386e-06,138.3720555332511,0.027474436088164928,5036.392925016473,8.52444541535658,3,0,10670000
adm2,BOL.1.1_2,Azurduy,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2015,0_05,0.1582115493247792,27157,880.8640786042763,1.0171389032483382e-06,139.36287062052665,0.02762244119551512,5045.277122108748,8.526207861330397,3,0,10830000
adm2,BOL.1.1_2,Azurduy,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2016,0_05,0.1648236305667011,27542,892.9528401744103,1.0173684873859727e-06,147.1797290423935,0.02802036287958446,5252.598964363453,8.566478273924515,3,0,10990000
adm2,BOL.1.1_2,Azurduy,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2017,0_05,0.1725888744927236,27971,927.7396236484974,1.0175294096437315e-06,160.11753746779715,0.028461315117144816,5625.795463377724,8.635117632785958,3,0,11150000
adm2,BOL.1.1_2,Azurduy,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2018,0_05,0.179709248528779,28382,937.2822479969341,1.0176126781218413e-06,168.4382884468937,0.0288818830304541,5831.970452525075,8.6711102072362,3,0,11310000
adm2,BOL.1.1_2,Azurduy,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2019,0_05,0.1702483102002424,26909,959.2319688877213,1.0176311783999035e-06,163.30762179318603,0.027383437379563006,5963.737113408081,8.693452596007706,3,0,11470000
adm2,BOL.1.1_2,Azurduy,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2020,0_05,0.1562834381468381,27264,959.2201052405262,1.0160908219120596e-06,149.9102159865613,0.027702700168610393,5411.393657446533,8.596261946326468,3,0,11630000
adm2,BOL.1.1_2,Azurduy,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2021,0_05,0.16630918445195653,27659,981.3925097914595,1.0117195577960315e-06,163.21458793067637,0.027983151249080435,5832.602142549611,8.67121851639541,3,0,11800000
adm2,BOL.1.1_2,Azurduy,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2022,0_05,0.1538827476912081,25176,977.0086582089775,1.0098637098559836e-06,150.34477684329786,0.025424328759334244,5913.421678363899,8.684979907055208,3,0,11960000
adm2,BOL.1.2_2,Belisario Boeto,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2012,0_05,0.030381165085094,5349,873.4364466698432,1.0160837138483367e-06,26.536016877614408,0.005435031785374753,4882.403254571714,8.493392847822664,2,0,10350000
adm2,BOL.1.2_2,Belisario Boeto,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2013,0_05,0.0274618196145533,4388,908.187147797003,1.0164440090829641e-06,24.940471629056955,0.004460156311856046,5591.8380175959,8.629063316683638,2,0,10510000
adm2,BOL.1.2_2,Belisario Boeto,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2014,0_05,0.028901568648561797,4434,904.0530959767646,1.0168561415361386e-06,26.12855261531729,0.004508740131571239,5795.0895045733805,8.664766200792348,2,0,10670000
adm2,BOL.1.2_2,Belisario Boeto,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2015,0_05,0.0296642630577253,4444,880.8640786042763,1.0171389032483382e-06,26.130183745818066,0.004520165286035615,5780.802712357316,8.662297829594296,2,0,10830000
adm2,BOL.1.2_2,Belisario Boeto,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2016,0_05,0.030904080812856304,4525,892.9528401744103,1.0173684873859727e-06,27.59588673481953,0.004603592405421526,5994.424420007427,8.698585052845257,2,0,10990000
adm2,BOL.1.2_2,Belisario Boeto,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2017,0_05,0.032207113299898005,4553,927.7396236484974,1.0175294096437315e-06,29.879815171651884,0.00463281140210791,6449.607501409769,8.77177455544362,2,0,11150000
adm2,BOL.1.2_2,Belisario Boeto,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2018,0_05,0.0332913314635219,4581,937.2822479969341,1.0176126781218413e-06,31.203373992940868,0.004661683678476155,6693.5845812560265,8.808904821473302,2,0,11310000
adm2,BOL.1.2_2,Belisario Boeto,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2019,0_05,0.0316635608742205,4294,959.2319688877213,1.0176311783999035e-06,30.37269983937475,0.004369708280049185,6950.738560294208,8.846603200581061,2,0,11470000
adm2,BOL.1.2_2,Belisario Boeto,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2020,0_05,0.0292817411933941,4381,959.2201052405262,1.0160908219120596e-06,28.087634869153337,0.004451493890796733,6309.709854308298,8.749844972593479,2,0,11630000
adm2,BOL.1.2_2,Belisario Boeto,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2021,0_05,0.031568563255667,4546,981.3925097914595,1.0117195577960315e-06,30.981151523989485,0.004599277109740759,6736.091517159261,8.815235142106483,2,0,11800000
adm2,BOL.1.2_2,Belisario Boeto,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2022,0_05,0.02791716968523,3713,977.0086582089775,1.0098637098559836e-06,27.275316495158904,0.003749623954695267,7274.147174413274,8.892081858283312,2,0,11960000
adm2,BOL.1.3_2,Hernando Siles,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2012,0_05,0.2141918029755679,40628,873.4364466698432,1.0160837138483367e-06,187.08292729678718,0.041281449126230225,4531.888566332201,8.41889403365765,9,0,10350000
adm2,BOL.1.3_2,Hernando Siles,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2013,0_05,0.1732158836354999,30449,908.187147797003,1.0164440090829641e-06,157.31243931206222,0.030949703632567174,5082.841541220073,8.533625742697758,9,0,10510000
adm2,BOL.1.3_2,Hernando Siles,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2014,0_05,0.183980403846835,30932,904.0530959767646,1.0168561415361386e-06,166.3280536967866,0.03145339416999584,5288.079652003058,8.573210444202319,9,0,10670000
adm2,BOL.1.3_2,Hernando Siles,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2015,0_05,0.1954723050457916,31941,880.8640786042763,1.0171389032483382e-06,172.18453187681524,0.032488433708655166,5299.871745769756,8.575437900336048,9,0,10830000
adm2,BOL.1.3_2,Hernando Siles,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2016,0_05,0.2015948721389668,32377,892.9528401744103,1.0173684873859727e-06,180.0147136410875,0.032939339516095636,5465.0371344915475,8.606126195553985,9,0,10990000
adm2,BOL.1.3_2,Hernando Siles,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2017,0_05,0.209721864503929,32718,927.7396236484974,1.0175294096437315e-06,194.56728364573627,0.03329152722472361,5844.3483932825675,8.673230386645086,9,0,11150000
adm2,BOL.1.3_2,Hernando Siles,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2018,0_05,0.21914112873816938,33166,937.2822479969341,1.0176126781218413e-06,205.39708977229694,0.03375014208258899,6085.81407656524,8.713715780625378,9,0,11310000
adm2,BOL.1.3_2,Hernando Siles,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2019,0_05,0.2155592447376043,31955,959.2319688877213,1.0176311783999035e-06,206.77131874160236,0.03251840430576892,6358.59363815463,8.757562505805875,9,0,11470000
adm2,BOL.1.3_2,Hernando Siles,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2020,0_05,0.1964884164905494,32461,959.2201052405262,1.0160908219120596e-06,188.47563954460915,0.03298332417008737,5714.270598460116,8.650721938767783,9,0,11630000
adm2,BOL.1.3_2,Hernando Siles,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2021,0_05,0.2073312735947355,32932,981.3925097914595,1.0117195577960315e-06,203.47335895139724,0.03331794847733891,6107.019436979709,8.717194115955865,9,0,11800000
adm2,BOL.1.3_2,Hernando Siles,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2022,0_05,0.1965731235185513,30124,977.0086582089775,1.0098637098559836e-06,192.0536436488074,0.03042113439570165,6313.165089463054,8.750392428740584,9,0,11960000
adm2,BOL.1.4_2,Luis Calvo,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2012,0_05,0.38974848459002687,65567,873.4364466698432,1.0160837138483367e-06,340.4205314752692,0.0666215608658939,5109.765172877289,8.538908727714668,23,1,10350000
adm2,BOL.1.4_2,Luis Calvo,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2013,0_05,0.31579300162366103,50128,908.187147797003,1.0164440090829641e-06,286.79914543884706,0.050952305287310824,5628.776633787983,8.635647403345734,23,1,10510000
adm2,BOL.1.4_2,Luis Calvo,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2014,0_05,0.329956297561514,50802,904.0530959767646,1.0168561415361386e-06,298.29801234751733,0.05165832570231891,5774.442130905666,8.661196930014869,23,1,10670000
adm2,BOL.1.4_2,Luis Calvo,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2015,0_05,0.3328092929024457,50334,880.8640786042763,1.0171389032483382e-06,293.15975114345355,0.05119666955610185,5726.148862519387,8.652798482965846,23,1,10830000
adm2,BOL.1.4_2,Luis Calvo,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2016,0_05,0.3470897498574631,51039,892.9528401744103,1.0173684873859727e-06,309.93477793064733,0.05192547022769266,5968.839118289859,8.694307734930538,23,1,10990000
adm2,BOL.1.4_2,Luis Calvo,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2017,0_05,0.36481334658962633,51705,927.7396236484974,1.0175294096437315e-06,338.4517968670088,0.05261135812562914,6433.055692248611,8.769204928648298,23,1,11150000
adm2,BOL.1.4_2,Luis Calvo,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2018,0_05,0.3724763885608133,51475,937.2822479969341,1.0176126781218413e-06,349.1155067960586,0.05238161260632178,6664.848396704856,8.804602486173295,23,1,11310000
adm2,BOL.1.4_2,Luis Calvo,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2019,0_05,0.37884405709080005,51013,959.2319688877213,1.0176311783999035e-06,363.3993307846204,0.051912419303714284,7000.238780214575,8.853699538914892,23,1,11470000
adm2,BOL.1.4_2,Luis Calvo,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2020,0_05,0.34445157341432947,50993,959.2201052405262,1.0160908219120596e-06,330.40487450075796,0.05181351928176166,6376.80819756747,8.76042296864285,23,1,11630000
adm2,BOL.1.4_2,Luis Calvo,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2021,0_05,0.36166450860972305,51696,981.3925097914595,1.0117195577960315e-06,354.934839806991,0.052301854259823644,6786.27641084685,8.822657677029637,23,1,11800000
adm2,BOL.1.4_2,Luis Calvo,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2022,0_05,0.3649785376416047,50193,977.0086582089775,1.0098637098559836e-06,356.587191336299,0.05068808918880138,7034.930632482404,8.858643109156223,23,1,11960000
adm2,BOL.1.5_2,Nor Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2012,0_05,0.3936797280769121,75670,873.4364466698432,1.0160837138483367e-06,343.8542228174482,0.07688705462690364,4472.199182112118,8.405635553671358,11,0,10350000
adm2,BOL.1.5_2,Nor Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2013,0_05,0.3671437439377156,67456,908.187147797003,1.0164440090829641e-06,333.43522963830713,0.06856524707670043,4863.0354859701765,8.48941810751271,11,0,10510000
adm2,BOL.1.5_2,Nor Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2014,0_05,0.3907575219637277,69119,904.0530959767646,1.0168561415361386e-06,353.2655475075166,0.07028407964683636,5026.2527343689535,8.522430002229033,11,0,10670000
adm2,BOL.1.5_2,Nor Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2015,0_05,0.4100828210085598,70581,880.8640786042763,1.0171389032483382e-06,361.2272262791474,0.07179068093017095,5031.672935802132,8.523507799408218,11,0,10830000
adm2,BOL.1.5_2,Nor Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2016,0_05,0.4256694290392913,71645,892.9528401744103,1.0173684873859727e-06,380.1027256360548,0.07288936527876802,5214.789896747463,8.55925407836776,11,0,10990000
adm2,BOL.1.5_2,Nor Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2017,0_05,0.4436871307532503,72768,927.7396236484974,1.0175294096437315e-06,411.6261317027021,0.07404358008095506,5559.241344795232,8.623216929156811,11,0,11150000
adm2,BOL.1.5_2,Nor Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2018,0_05,0.4614791428591866,73721,937.2822479969341,1.0176126781218413e-06,432.5362084227567,0.07501942424382026,5765.656198812896,8.659674250824573,11,0,11310000
adm2,BOL.1.5_2,Nor Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2019,0_05,0.45168281368306074,70131,959.2319688877213,1.0176311783999035e-06,433.2685946819481,0.07136749217236364,6070.951654508705,8.711270651749807,11,0,11470000
adm2,BOL.1.5_2,Nor Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2020,0_05,0.4144021804892477,71133,959.2201052405262,1.0160908219120596e-06,397.5029031807997,0.07227758843507054,5499.670254464706,8.612443415689576,11,0,11630000
adm2,BOL.1.5_2,Nor Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2021,0_05,0.4394172335767058,72214,981.3925097914595,1.0117195577960315e-06,431.2407817054633,0.07306031614668261,5902.531010674313,8.683136522766166,11,0,11800000
adm2,BOL.1.5_2,Nor Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2022,0_05,0.40897372161476797,64033,977.0086582089775,1.0098637098559836e-06,399.5708669975764,0.06466460293320819,6179.128129964573,8.728932461205359,11,0,11960000
adm2,BOL.1.6_2,Oropeza,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2012,0_05,0.5232511845703604,89608,873.4364466698432,1.0160837138483367e-06,457.0266553669219,0.09104922943052175,5019.555445174545,8.521096652026257,5,0,10350000
adm2,BOL.1.6_2,Oropeza,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2013,0_05,0.5190755083801729,85940,908.187147797003,1.0164440090829641e-06,471.41770544706856,0.08735319814058994,5396.685129814583,8.593540179211045,5,0,10510000
adm2,BOL.1.6_2,Oropeza,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2014,0_05,0.5462405842573115,87104,904.0530959767646,1.0168561415361386e-06,493.83049134597917,0.08857223735236382,5575.454635761212,8.626129142018844,5,0,10670000
adm2,BOL.1.6_2,Oropeza,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2015,0_05,0.575794684614165,88773,880.8640786042763,1.0171389032483382e-06,507.19685432789635,0.09029447185806473,5617.14182375602,8.633578241235583,5,0,10830000
adm2,BOL.1.6_2,Oropeza,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2016,0_05,0.5974048725377988,89903,892.9528401744103,1.0173684873859727e-06,533.4543776666591,0.0914644791214611,5832.366649770709,8.671178140328722,5,0,10990000
adm2,BOL.1.6_2,Oropeza,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2017,0_05,0.6313028051795169,92425,927.7396236484974,1.0175294096437315e-06,585.6846268854856,0.09404515568632188,6227.695861751535,8.736761697745981,5,0,11150000
adm2,BOL.1.6_2,Oropeza,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2018,0_05,0.6582082163945365,93440,937.2822479969341,1.0176126781218413e-06,616.9268767123236,0.09508572864370486,6488.112206869723,8.777726890169394,5,0,11310000
adm2,BOL.1.6_2,Oropeza,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2019,0_05,0.6638654048037221,92248,959.2319688877213,1.0176311783999035e-06,636.8009193263185,0.09387444094503429,6783.53887294179,8.822254202422954,5,0,11470000
adm2,BOL.1.6_2,Oropeza,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2020,0_05,0.6089953911118173,93526,959.2201052405262,1.0160908219120596e-06,584.1606231532728,0.09503091021014728,6147.0591185697895,8.723729054327785,5,0,11630000
adm2,BOL.1.6_2,Oropeza,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2021,0_05,0.6428034904634153,94716,981.3925097914595,1.0117195577960315e-06,630.8425308086016,0.09582602963620893,6583.206391869864,8.792277199227637,5,0,11800000
adm2,BOL.1.6_2,Oropeza,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2022,0_05,0.7456688490329282,106994,977.0086582089775,1.0098637098559836e-06,728.5249216618938,0.10804935777233111,6742.519684355328,8.81618897445424,5,0,11960000
adm2,BOL.1.7_2,Sur Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2012,0_05,0.2647742214742665,49461,873.4364466698432,1.0160837138483367e-06,231.26345517425744,0.05025651657065258,4601.661057211122,8.434172616690214,9,0,10350000
adm2,BOL.1.7_2,Sur Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2013,0_05,0.25076622021304623,43789,908.187147797003,1.0164440090829641e-06,227.7426582991216,0.04450906671373392,5116.770022698505,8.540278664019148,9,0,10510000
adm2,BOL.1.7_2,Sur Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2014,0_05,0.2620079988282743,44010,904.0530959767646,1.0168561415361386e-06,236.8691425113779,0.04475183878900546,5292.947707202848,8.574130592195136,9,0,10670000
adm2,BOL.1.7_2,Sur Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2015,0_05,0.2725433710852639,44120,880.8640786042763,1.0171389032483382e-06,240.07366545072435,0.044876168411316676,5349.691694939437,8.584794211115423,9,0,10830000
adm2,BOL.1.7_2,Sur Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2016,0_05,0.2843266300825341,44710,892.9528401744103,1.0173684873859727e-06,253.89027186941775,0.04548654507102684,5581.656542016333,8.627240882646875,9,0,10990000
adm2,BOL.1.7_2,Sur Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2017,0_05,0.2955635812312944,45406,927.7396236484974,1.0175294096437315e-06,274.20604561572316,0.046201940374283275,5934.946528097564,8.688613297415577,9,0,11150000
adm2,BOL.1.7_2,Sur Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2018,0_05,0.305308053118294,46070,937.2822479969341,1.0176126781218413e-06,286.15981835828194,0.04688141608107323,6103.90731080773,8.71668438785682,9,0,11310000
adm2,BOL.1.7_2,Sur Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2019,0_05,0.29552760891129193,44040,959.2319688877213,1.0176311783999035e-06,283.47953015665905,0.044816477096731755,6325.341671653434,8.75231933137048,9,0,11470000
adm2,BOL.1.7_2,Sur Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2020,0_05,0.2711068564206666,44628,959.2201052405262,1.0160908219120596e-06,260.05114734726004,0.045346101200291394,5734.807193205597,8.65430940967934,9,0,11630000
adm2,BOL.1.7_2,Sur Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2021,0_05,0.286451671069479,45163,981.3925097914595,1.0117195577960315e-06,281.1215244048336,0.04569229038874217,6152.49360478759,8.724612742815275,9,0,11800000
adm2,BOL.1.7_2,Sur Cinti,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2022,0_05,0.26714688735972614,39657,977.0086582089775,1.0098637098559836e-06,261.00482196403084,0.04004816514175874,6517.272914755281,8.782211302815574,9,0,11960000
adm2,BOL.1.8_2,Tomina,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2012,0_05,0.2453732682082151,44526,873.4364466698432,1.0160837138483367e-06,214.31795549154978,0.04524214344281104,4737.1308957203,8.463186935161843,7,0,10350000
adm2,BOL.1.8_2,Tomina,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2013,0_05,0.1923637745878754,34291,908.187147797003,1.0164440090829641e-06,174.70230778242816,0.034854881515463926,5012.276621996798,8.519645506431647,7,0,10510000
adm2,BOL.1.8_2,Tomina,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2014,0_05,0.20150229002236522,34829,904.0530959767646,1.0168561415361386e-06,182.16876914112717,0.03541608255356217,5143.673608328105,8.545522812957257,7,0,10670000
adm2,BOL.1.8_2,Tomina,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2015,0_05,0.2082005558777767,34831,880.8640786042763,1.0171389032483382e-06,183.39639081817592,0.035427965139042866,5176.599618363817,8.551903675368301,7,0,10830000
adm2,BOL.1.8_2,Tomina,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2016,0_05,0.2155340412997253,35314,892.9528401744103,1.0173684873859727e-06,192.46173433285836,0.03592735076354824,5356.969836143035,8.586153765128321,7,0,10990000
adm2,BOL.1.8_2,Tomina,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2017,0_05,0.2239099302525819,35794,927.7396236484974,1.0175294096437315e-06,207.73011442369162,0.036421447688787724,5703.510640178121,8.648837166018614,7,0,11150000
adm2,BOL.1.8_2,Tomina,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2018,0_05,0.2336267290901387,36386,937.2822479969341,1.0176126781218413e-06,218.97418583377592,0.03702685490614132,5913.928860251552,8.685065671299077,7,0,11310000
adm2,BOL.1.8_2,Tomina,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2019,0_05,0.2281849548026662,34193,959.2319688877213,1.0176311783999035e-06,218.8823034659172,0.034795862883027905,6290.469191746345,8.746790940194954,7,0,11470000
adm2,BOL.1.8_2,Tomina,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2020,0_05,0.20962432976052428,34659,959.2201052405262,1.0160908219120596e-06,201.07587165386488,0.035216691796650074,5709.675196492814,8.649917417755926,7,0,11630000
adm2,BOL.1.8_2,Tomina,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2021,0_05,0.22196640446282548,35135,981.3925097914595,1.0117195577960315e-06,217.83616676515854,0.035546766663163566,6128.156994680981,8.720649330328714,7,0,11800000
adm2,BOL.1.8_2,Tomina,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2022,0_05,0.1951832623207996,29064,977.0086582089775,1.0098637098559836e-06,190.6957372248953,0.029350678863254306,6497.149115812703,8.779118762104405,7,0,11960000
adm2,BOL.1.9_2,Yamparáez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2012,0_05,0.223623831842012,41686,873.4364466698432,1.0160837138483367e-06,195.32120507478152,0.042356465695481765,4611.3669275200355,8.436279605601065,3,0,10350000
adm2,BOL.1.9_2,Yamparáez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2013,0_05,0.2029325090665021,35401,908.187147797003,1.0164440090829641e-06,184.300696604396,0.03598313436554601,5121.863335531566,8.541273584547113,3,0,10510000
adm2,BOL.1.9_2,Yamparáez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2014,0_05,0.2158624539269992,36198,904.0530959767646,1.0168561415361386e-06,195.1511197778453,0.036808158611325144,5301.844132941797,8.575809988631445,3,0,10670000
adm2,BOL.1.9_2,Yamparáez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2015,0_05,0.2200913046222088,35750,880.8640786042763,1.0171389032483382e-06,193.87052425485504,0.03636271579112809,5331.574389780762,8.58140185624109,3,0,10830000
adm2,BOL.1.9_2,Yamparáez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2016,0_05,0.22976857523223948,36342,892.9528401744103,1.0173684873859727e-06,205.17250183645592,0.036973205568581025,5549.221353173844,8.62141290017254,3,0,10990000
adm2,BOL.1.9_2,Yamparáez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2017,0_05,0.23996622414826402,36878,927.7396236484974,1.0175294096437315e-06,222.62617447966142,0.03752444956884153,5932.829849275639,8.688256587147864,3,0,11150000
adm2,BOL.1.9_2,Yamparáez,Province,BOL.1_1,Chuquisaca,BOL,Bolivia,2018,0_05,0.2487632365443418,37571,937.2822479969341,1.0176126781218413e-06,233.16136556727375,0.0382327259297157,6098.476106461801,8.715794200338715,3,0,11310000
